date,revenue,cogs,day,day_of_week,day_of_year,week_of_year,month,quarter,year,is_weekend,is_month_start,is_month_end,is_quarter_start,is_quarter_end,orders_cnt,unique_customers,orders_status_cancelled,orders_status_created,orders_status_delivered,orders_status_paid,orders_status_returned,orders_status_shipped,orders_paymethod_apple_pay,orders_paymethod_bank_transfer,orders_paymethod_cod,orders_paymethod_credit_card,orders_paymethod_paypal,orders_device_desktop,orders_device_mobile,orders_device_tablet,orders_source_direct,orders_source_email_campaign,orders_source_organic_search,orders_source_paid_search,orders_source_referral,orders_source_social_media,order_items_rows,distinct_orders_from_items,distinct_products_sold,items_qty_sum,gross_merch_value,discount_total,promo_item_cnt,promo2_item_cnt,est_cogs_from_items,promo_item_ratio,promo2_item_ratio,cat_qty_Casual,cat_qty_GenZ,cat_qty_Outdoor,cat_qty_Streetwear,segment_qty_Activewear,segment_qty_All-weather,segment_qty_Balanced,segment_qty_Everyday,segment_qty_Performance,segment_qty_Premium,segment_qty_Standard,segment_qty_Trendy,size_qty_L,size_qty_M,size_qty_S,size_qty_XL,payment_orders_cnt,payment_value_sum,payment_value_mean,installments_mean,installments_max,installments_1_cnt,installments_2_cnt,installments_3_cnt,installments_6_cnt,installments_12_cnt,payments_method_apple_pay,payments_method_bank_transfer,payments_method_cod,payments_method_credit_card,payments_method_paypal,shipments_cnt,shipping_fee_sum,shipping_fee_mean,delivery_days_mean,delivery_days_median,returns_cnt,return_qty_sum,refund_amount_sum,returned_orders_cnt,returned_products_cnt,return_reason_changed_mind,return_reason_defective,return_reason_late_delivery,return_reason_not_as_described,return_reason_wrong_size,reviews_cnt,avg_rating,median_rating,low_rating_cnt,high_rating_cnt,unique_reviewed_products,unique_review_customers,sessions_total,unique_visitors_total,page_views_total,bounce_rate_mean,avg_session_duration_sec_mean,sessions_source_direct,sessions_source_email_campaign,sessions_source_organic_search,sessions_source_paid_search,sessions_source_referral,sessions_source_social_media,visitors_source_direct,visitors_source_email_campaign,visitors_source_organic_search,visitors_source_paid_search,visitors_source_referral,visitors_source_social_media,unique_customers_from_profile,avg_customer_tenure_days,median_customer_tenure_days,new_customers_same_day,age_group_18-24,age_group_25-34,age_group_35-44,age_group_45-54,age_group_55+,gender_Female,gender_Male,gender_Non-binary,shipping_zip_nunique,shipping_city_nunique,shipping_district_nunique,orders_region_Central,orders_region_East,orders_region_West,stock_on_hand_sum,units_received_sum,units_sold_sum,stockout_days_sum,stockout_flag_sum,overstock_flag_sum,reorder_flag_sum,days_of_supply_mean,fill_rate_mean,sell_through_rate_mean,product_inventory_nunique,is_promo_active,promo_active_cnt,promo_global_cnt,promo_targeted_cnt,promo_global_ratio,promo_discount_mean,promo_global_discount_mean,promo_targeted_discount_mean,promo_intensity,promo_pct_cnt,promo_fixed_cnt,promo_stackable_cnt,promo_outdoor_direct_cnt,promo_outdoor_direct_discount_mean,promo_streetwear_direct_cnt,promo_streetwear_direct_discount_mean,days_to_next_promo_start,days_since_prev_promo_end,is_promo_start_day,is_promo_end_day,is_pre_promo_3d,is_post_promo_3d,is_pre_promo_7d,is_post_promo_7d,net_merch_after_discount,refund_to_gmv_ratio,return_per_order_ratio,promo_item_to_qty_ratio,pages_per_session,visitors_per_session
2019-06-17,4164327.54,3246799.45,17,0,168,25,6,2,2019,0,0,0,0,0,147.0,144.0,15.0,3.0,120.0,2.0,2.0,5.0,18.0,8.0,19.0,82.0,20.0,57.0,69.0,21.0,17.0,15.0,49.0,31.0,16.0,19.0,156.0,147.0,110.0,709.0,4164327.54,0.0,0.0,0.0,3246799.4474769924,0.0,0.0,55.0,47.0,184.0,423.0,176.0,53.0,121.0,205.0,83.0,10.0,14.0,47.0,187.0,221.0,169.0,132.0,147.0,4164327.54,28328.758775510203,3.36734693877551,12.0,63.0,0.0,48.0,24.0,12.0,18.0,8.0,19.0,82.0,20.0,107.0,288.41,2.695420560747664,4.700934579439252,5.0,8.0,18.0,107907.45,8.0,8.0,0.0,2.0,1.0,1.0,4.0,29.0,3.4482758620689653,4.0,5.0,16.0,23.0,29.0,41752.0,33966.0,199738.0,0.00429,232.5,0.0,0.0,41752.0,0.0,0.0,0.0,0.0,0.0,33966.0,0.0,0.0,0.0,144.0,155.60544217687075,65.0,0.0,20.0,53.0,36.0,28.0,10.0,78.0,67.0,2.0,141.0,40.0,38.0,54.0,57.0,36.0,117527.0,7744.0,6650.0,621.0,363.0,414.0,0.0,1078.2457305502846,0.9607216318785579,0.14103339658444022,527.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,6.0,61.0,0,0,0,0,1,0,4164327.54,0.025912334936074696,0.05442176870748299,0.0,4.783914543015904,0.8135179153094463
2019-06-18,5036738.58,4114695.79,18,1,169,25,6,2,2019,0,0,0,0,0,180.0,179.0,18.0,4.0,148.0,5.0,3.0,2.0,15.0,11.0,32.0,86.0,36.0,73.0,89.0,18.0,12.0,18.0,57.0,46.0,17.0,30.0,193.0,180.0,126.0,884.0,5036738.58,0.0,0.0,0.0,4114695.7910519545,0.0,0.0,59.0,27.0,267.0,531.0,245.0,53.0,147.0,217.0,163.0,28.0,4.0,27.0,261.0,236.0,174.0,213.0,180.0,5036738.58,27981.881,3.438888888888889,12.0,70.0,0.0,67.0,28.0,15.0,15.0,11.0,32.0,86.0,36.0,124.0,392.35,3.164112903225807,4.588709677419355,5.0,9.0,20.0,134720.29,9.0,9.0,2.0,2.0,2.0,1.0,2.0,27.0,3.8518518518518516,4.0,3.0,18.0,26.0,27.0,35478.0,25009.0,127409.0,0.00574,208.8,0.0,0.0,0.0,0.0,0.0,35478.0,0.0,0.0,0.0,0.0,0.0,25009.0,179.0,119.35555555555555,93.5,0.0,20.0,65.0,55.0,26.0,14.0,87.0,84.0,9.0,179.0,41.0,39.0,55.0,79.0,46.0,117527.0,7744.0,6650.0,621.0,363.0,414.0,0.0,1078.2457305502846,0.9607216318785579,0.14103339658444022,527.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,5.0,62.0,0,0,0,0,1,0,5036738.58,0.026747524784182863,0.05,0.0,3.5912114549861887,0.7049157224195276
2019-06-19,5640058.49,4485935.07,19,2,170,25,6,2,2019,0,0,0,0,0,176.0,174.0,22.0,2.0,139.0,2.0,7.0,4.0,18.0,8.0,21.0,109.0,20.0,69.0,80.0,27.0,13.0,18.0,51.0,36.0,20.0,38.0,189.0,176.0,122.0,860.0,5640058.49,0.0,0.0,0.0,4485935.073605418,0.0,0.0,38.0,64.0,179.0,579.0,153.0,33.0,169.0,229.0,157.0,31.0,24.0,64.0,190.0,205.0,179.0,286.0,176.0,5640058.49,32045.786875,3.335227272727273,12.0,72.0,1.0,65.0,23.0,15.0,18.0,8.0,21.0,109.0,20.0,139.0,452.01,3.251870503597122,4.510791366906475,4.0,5.0,11.0,87892.53,5.0,5.0,1.0,0.0,0.0,2.0,2.0,28.0,4.071428571428571,4.0,3.0,23.0,27.0,27.0,35784.0,26499.0,126141.0,0.00493,304.7,0.0,0.0,35784.0,0.0,0.0,0.0,0.0,0.0,26499.0,0.0,0.0,0.0,174.0,62.71022727272727,-5.0,0.0,28.0,49.0,52.0,31.0,16.0,85.0,86.0,5.0,170.0,40.0,38.0,66.0,78.0,32.0,117527.0,7744.0,6650.0,621.0,363.0,414.0,0.0,1078.2457305502846,0.9607216318785579,0.14103339658444022,527.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,4.0,63.0,0,0,0,0,1,0,5640058.49,0.015583620303909295,0.028409090909090908,0.0,3.5250670690811536,0.7405264922870557
2019-06-20,4189605.48,3314789.57,20,3,171,25,6,2,2019,0,0,0,0,0,138.0,137.0,10.0,1.0,114.0,1.0,9.0,3.0,15.0,4.0,19.0,69.0,31.0,47.0,66.0,25.0,15.0,18.0,33.0,34.0,15.0,23.0,153.0,138.0,101.0,730.0,4189605.48,0.0,0.0,0.0,3314789.573342657,0.0,0.0,38.0,37.0,229.0,426.0,200.0,38.0,111.0,197.0,118.0,29.0,0.0,37.0,188.0,152.0,130.0,260.0,138.0,4189605.48,30359.46,3.36231884057971,12.0,56.0,0.0,52.0,18.0,12.0,15.0,4.0,19.0,69.0,31.0,147.0,526.0,3.578231292517007,4.122448979591836,4.0,10.0,25.0,158081.45,10.0,9.0,0.0,3.0,0.0,3.0,4.0,20.0,3.7,4.0,4.0,13.0,20.0,20.0,40522.0,30027.0,211063.0,0.00454,288.1,0.0,40522.0,0.0,0.0,0.0,0.0,0.0,30027.0,0.0,0.0,0.0,0.0,137.0,30.05072463768116,-169.5,0.0,25.0,32.0,41.0,21.0,19.0,72.0,61.0,5.0,136.0,37.0,39.0,42.0,73.0,23.0,117527.0,7744.0,6650.0,621.0,363.0,414.0,0.0,1078.2457305502846,0.9607216318785579,0.14103339658444022,527.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,3.0,64.0,0,0,1,0,1,0,4189605.48,0.037731822424482794,0.07246376811594203,0.0,5.208602734317161,0.741004886234638
2019-06-21,3812450.83,3058079.55,21,4,172,25,6,2,2019,0,0,0,0,0,128.0,126.0,22.0,3.0,91.0,4.0,6.0,2.0,16.0,3.0,19.0,65.0,25.0,52.0,55.0,21.0,9.0,16.0,38.0,28.0,13.0,24.0,134.0,128.0,101.0,569.0,3812450.83,0.0,0.0,0.0,3058079.546925907,0.0,0.0,34.0,44.0,99.0,392.0,101.0,31.0,144.0,144.0,92.0,1.0,12.0,44.0,147.0,131.0,92.0,199.0,128.0,3812450.83,29784.772109375,3.40625,12.0,49.0,0.0,49.0,20.0,10.0,16.0,3.0,19.0,65.0,25.0,128.0,539.17,4.212265625,4.59375,5.0,10.0,31.0,197229.34,10.0,10.0,2.0,1.0,0.0,0.0,7.0,33.0,3.8181818181818183,5.0,7.0,20.0,30.0,33.0,40287.0,30805.0,164957.0,0.00341,196.7,0.0,0.0,0.0,0.0,0.0,40287.0,0.0,0.0,0.0,0.0,0.0,30805.0,126.0,76.109375,-45.0,0.0,13.0,48.0,34.0,21.0,12.0,71.0,54.0,3.0,125.0,38.0,38.0,49.0,53.0,26.0,117527.0,7744.0,6650.0,621.0,363.0,414.0,0.0,1078.2457305502846,0.9607216318785579,0.14103339658444022,527.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,2.0,65.0,0,0,1,0,1,0,3812450.83,0.05173295310407977,0.078125,0.0,4.094546627944498,0.7646387172040608
2019-06-22,4550924.39,3531072.86,22,5,173,25,6,2,2019,1,0,0,0,0,142.0,141.0,11.0,3.0,112.0,2.0,12.0,2.0,8.0,6.0,16.0,81.0,31.0,50.0,75.0,17.0,6.0,17.0,37.0,32.0,20.0,30.0,151.0,142.0,102.0,683.0,4550924.39,0.0,0.0,0.0,3531072.8604948716,0.0,0.0,38.0,36.0,131.0,478.0,125.0,32.0,172.0,198.0,97.0,12.0,11.0,36.0,204.0,157.0,136.0,186.0,142.0,4550924.39,32048.763309859154,3.5492957746478875,12.0,48.0,0.0,60.0,22.0,12.0,8.0,6.0,16.0,81.0,31.0,130.0,425.59000000000003,3.273769230769231,4.438461538461539,4.0,14.0,37.0,179193.2,14.0,14.0,2.0,7.0,1.0,0.0,4.0,29.0,4.206896551724138,5.0,2.0,22.0,27.0,29.0,41557.0,33705.0,158285.0,0.00419,232.6,0.0,0.0,0.0,41557.0,0.0,0.0,0.0,0.0,0.0,33705.0,0.0,0.0,141.0,-9.971830985915492,-203.0,0.0,25.0,52.0,30.0,23.0,12.0,77.0,57.0,8.0,141.0,38.0,39.0,39.0,75.0,28.0,117527.0,7744.0,6650.0,621.0,363.0,414.0,0.0,1078.2457305502846,0.9607216318785579,0.14103339658444022,527.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,1.0,66.0,0,0,1,0,1,0,4550924.39,0.03937512132562589,0.09859154929577464,0.0,3.8088649325023463,0.8110546959597661
2019-06-23,3568419.01,3068943.59,23,6,174,25,6,2,2019,1,0,0,0,0,129.0,129.0,16.0,0.0,100.0,0.0,11.0,2.0,9.0,5.0,19.0,75.0,21.0,66.0,47.0,16.0,6.0,18.0,38.0,33.0,8.0,26.0,138.0,129.0,89.0,629.0,3568419.0100000002,178522.53,45.0,0.0,3068943.586415148,0.32608695652173914,0.0,22.0,50.0,139.0,418.0,139.0,22.0,140.0,166.0,87.0,0.0,25.0,50.0,116.0,190.0,136.0,187.0,129.0,3389896.48,26278.267286821705,3.604651162790698,12.0,51.0,0.0,40.0,27.0,11.0,9.0,5.0,19.0,75.0,21.0,112.0,479.63,4.282410714285715,4.366071428571429,4.0,8.0,34.0,217250.9,8.0,8.0,2.0,2.0,1.0,2.0,1.0,27.0,4.074074074074074,4.0,4.0,23.0,25.0,27.0,40377.0,29710.0,160716.0,0.00392,100.1,0.0,0.0,40377.0,0.0,0.0,0.0,0.0,0.0,29710.0,0.0,0.0,0.0,129.0,8.767441860465116,-86.0,0.0,26.0,40.0,18.0,23.0,22.0,74.0,52.0,3.0,128.0,41.0,35.0,41.0,54.0,34.0,117527.0,7744.0,6650.0,621.0,363.0,414.0,0.0,1078.2457305502846,0.9607216318785579,0.14103339658444022,527.0,1,1,1,0,1.0,18.0,18.0,0.0,18.0,1,0,0,0,0.0,0,0.0,0.0,67.0,1,0,0,0,0,0,3389896.4800000004,0.0608815554987193,0.06201550387596899,0.07154213036565978,3.9803848725759714,0.7358149441513733
2019-06-24,3996277.5,3433419.57,24,0,175,26,6,2,2019,0,0,0,0,0,146.0,146.0,9.0,2.0,116.0,7.0,10.0,2.0,16.0,7.0,19.0,80.0,24.0,62.0,62.0,22.0,10.0,24.0,34.0,31.0,16.0,31.0,159.0,146.0,120.0,727.0,3996277.5,316584.25,82.0,0.0,3433419.573188356,0.5157232704402516,0.0,25.0,32.0,189.0,481.0,177.0,18.0,120.0,224.0,109.0,19.0,28.0,32.0,181.0,202.0,166.0,178.0,146.0,3679693.25,25203.378424657534,3.3904109589041096,12.0,69.0,0.0,42.0,20.0,15.0,16.0,7.0,19.0,80.0,24.0,121.0,368.98,3.049421487603306,4.190082644628099,4.0,5.0,16.0,83764.77,5.0,5.0,0.0,4.0,0.0,0.0,1.0,30.0,3.9,4.0,3.0,22.0,27.0,30.0,42129.0,32514.0,163901.0,0.00478,180.4,0.0,0.0,42129.0,0.0,0.0,0.0,0.0,0.0,32514.0,0.0,0.0,0.0,146.0,100.16438356164383,-101.5,0.0,21.0,42.0,36.0,31.0,16.0,71.0,72.0,3.0,146.0,39.0,37.0,47.0,68.0,31.0,117527.0,7744.0,6650.0,621.0,363.0,414.0,0.0,1078.2457305502846,0.9607216318785579,0.14103339658444022,527.0,1,1,1,0,1.0,18.0,18.0,0.0,18.0,1,0,0,0,0.0,0,0.0,36.0,68.0,0,0,0,0,0,0,3679693.25,0.02096069905055392,0.03424657534246575,0.11279229711141678,3.890455505708657,0.771772413302001
2019-06-25,5688790.13,5142260.13,25,1,176,26,6,2,2019,0,0,0,0,0,220.0,218.0,23.0,2.0,169.0,6.0,16.0,4.0,19.0,7.0,34.0,123.0,37.0,74.0,111.0,35.0,14.0,27.0,54.0,47.0,22.0,56.0,234.0,220.0,135.0,1064.0,5688790.13,622721.44,161.0,0.0,5142260.131072436,0.688034188034188,0.0,58.0,70.0,250.0,686.0,207.0,53.0,188.0,282.0,188.0,48.0,28.0,70.0,206.0,302.0,201.0,355.0,220.0,5066068.69,23027.584954545455,3.8045454545454547,12.0,84.0,0.0,67.0,46.0,23.0,19.0,7.0,34.0,123.0,37.0,123.0,654.53,5.321382113821138,4.40650406504065,4.0,13.0,37.0,271541.86,13.0,12.0,3.0,3.0,0.0,2.0,5.0,27.0,3.962962962962963,5.0,5.0,20.0,25.0,27.0,37671.0,27919.0,129819.0,0.00503,253.6,0.0,0.0,0.0,0.0,0.0,37671.0,0.0,0.0,0.0,0.0,0.0,27919.0,218.0,49.19090909090909,-98.5,0.0,29.0,57.0,57.0,53.0,24.0,100.0,113.0,7.0,217.0,42.0,39.0,65.0,109.0,46.0,117527.0,7744.0,6650.0,621.0,363.0,414.0,0.0,1078.2457305502846,0.9607216318785579,0.14103339658444022,527.0,1,1,1,0,1.0,18.0,18.0,0.0,18.0,1,0,0,0,0.0,0,0.0,35.0,69.0,0,0,0,0,0,0,5066068.6899999995,0.04773279621760278,0.05909090909090909,0.1513157894736842,3.4461256669586686,0.741127126967694
2019-06-26,5662278.62,5280030.26,26,2,177,26,6,2,2019,0,0,0,0,0,215.0,214.0,20.0,3.0,173.0,4.0,13.0,2.0,30.0,13.0,37.0,105.0,30.0,84.0,96.0,35.0,12.0,20.0,66.0,47.0,16.0,54.0,233.0,215.0,143.0,1071.0,5662278.62,777784.29,187.0,0.0,5280030.260370788,0.8025751072961373,0.0,33.0,56.0,312.0,670.0,252.0,33.0,182.0,243.0,218.0,60.0,27.0,56.0,304.0,272.0,194.0,301.0,215.0,4884494.33,22718.578279069767,3.2930232558139534,12.0,93.0,0.0,71.0,35.0,16.0,30.0,13.0,37.0,105.0,30.0,168.0,557.09,3.316011904761905,4.482142857142857,5.0,10.0,34.0,144108.59,10.0,8.0,4.0,2.0,0.0,3.0,1.0,36.0,4.027777777777778,5.0,4.0,26.0,34.0,36.0,38408.0,28743.0,163129.0,0.00331,279.3,0.0,0.0,38408.0,0.0,0.0,0.0,0.0,0.0,28743.0,0.0,0.0,0.0,214.0,40.66046511627907,-63.0,0.0,29.0,68.0,52.0,46.0,20.0,107.0,97.0,11.0,207.0,42.0,39.0,59.0,115.0,41.0,117527.0,7744.0,6650.0,621.0,363.0,414.0,0.0,1078.2457305502846,0.9607216318785579,0.14103339658444022,527.0,1,1,1,0,1.0,18.0,18.0,0.0,18.0,1,0,0,0,0.0,0,0.0,34.0,70.0,0,0,0,0,0,0,4884494.33,0.02545063563120813,0.046511627906976744,0.1746031746031746,4.247266194542804,0.7483597167256821
2019-06-27,3630711.11,3603596.44,27,3,178,26,6,2,2019,0,0,0,0,0,154.0,153.0,8.0,1.0,129.0,3.0,7.0,6.0,9.0,3.0,30.0,90.0,22.0,70.0,61.0,23.0,16.0,15.0,41.0,44.0,17.0,21.0,169.0,154.0,107.0,774.0,3630711.11,653527.98,169.0,0.0,3603596.4403442848,1.0,0.0,40.0,45.0,259.0,430.0,222.0,40.0,123.0,203.0,95.0,37.0,9.0,45.0,150.0,165.0,213.0,246.0,154.0,2977183.13,19332.357987012987,3.0324675324675323,12.0,71.0,0.0,54.0,19.0,10.0,9.0,3.0,30.0,90.0,22.0,160.0,749.4,4.68375,4.375,4.0,11.0,30.0,146860.7,11.0,11.0,2.0,2.0,0.0,2.0,5.0,38.0,3.710526315789474,4.0,7.0,26.0,31.0,38.0,39168.0,27618.0,169449.0,0.00385,193.5,0.0,39168.0,0.0,0.0,0.0,0.0,0.0,27618.0,0.0,0.0,0.0,0.0,153.0,218.53896103896105,149.0,0.0,18.0,53.0,46.0,21.0,16.0,79.0,64.0,11.0,149.0,40.0,39.0,51.0,69.0,34.0,117527.0,7744.0,6650.0,621.0,363.0,414.0,0.0,1078.2457305502846,0.9607216318785579,0.14103339658444022,527.0,1,1,1,0,1.0,18.0,18.0,0.0,18.0,1,0,0,0,0.0,0,0.0,33.0,71.0,0,0,0,0,0,0,2977183.13,0.04044956912035891,0.07142857142857142,0.21834625322997417,4.326210171568627,0.7051164215686274
2019-06-28,4670111.28,4617792.03,28,4,179,26,6,2,2019,0,0,0,0,0,181.0,179.0,18.0,3.0,148.0,2.0,8.0,2.0,21.0,6.0,31.0,101.0,22.0,78.0,79.0,24.0,14.0,23.0,68.0,39.0,16.0,21.0,199.0,181.0,121.0,970.0,4670111.28,840619.97,199.0,0.0,4617792.032925188,1.0,0.0,45.0,45.0,278.0,602.0,257.0,34.0,164.0,236.0,177.0,32.0,25.0,45.0,243.0,217.0,212.0,298.0,181.0,3829491.31,21157.410552486188,3.3812154696132595,12.0,78.0,0.0,58.0,30.0,15.0,21.0,6.0,31.0,101.0,22.0,168.0,931.21,5.542916666666667,4.720238095238095,5.0,10.0,35.0,127960.02,10.0,10.0,1.0,1.0,1.0,0.0,7.0,18.0,4.111111111111111,5.0,3.0,14.0,17.0,18.0,38207.0,28841.0,177868.0,0.00415,150.6,0.0,0.0,0.0,0.0,0.0,38207.0,0.0,0.0,0.0,0.0,0.0,28841.0,179.0,114.83977900552486,-67.0,0.0,24.0,51.0,49.0,40.0,17.0,90.0,90.0,1.0,178.0,41.0,39.0,52.0,97.0,32.0,117527.0,7744.0,6650.0,621.0,363.0,414.0,0.0,1078.2457305502846,0.9607216318785579,0.14103339658444022,527.0,1,1,1,0,1.0,18.0,18.0,0.0,18.0,1,0,0,0,0.0,0,0.0,32.0,72.0,0,0,0,0,0,0,3829491.3100000005,0.02739977964722074,0.055248618784530384,0.20515463917525772,4.655377286884602,0.754861674562253
2019-06-29,7024746.69,6925205.4,29,5,180,26,6,2,2019,1,0,0,0,0,267.0,266.0,19.0,3.0,216.0,11.0,13.0,5.0,22.0,16.0,41.0,149.0,39.0,109.0,120.0,38.0,21.0,34.0,76.0,53.0,35.0,48.0,288.0,267.0,168.0,1331.0,7024746.69,1264454.48,288.0,0.0,6925205.39995237,1.0,0.0,78.0,62.0,353.0,838.0,310.0,69.0,257.0,344.0,199.0,52.0,38.0,62.0,309.0,359.0,324.0,339.0,267.0,5760292.21,21574.128127340824,3.4082397003745317,12.0,109.0,0.0,91.0,46.0,21.0,22.0,16.0,41.0,149.0,39.0,179.0,867.15,4.844413407821229,4.558659217877095,4.0,13.0,45.0,305588.51,13.0,13.0,4.0,3.0,1.0,2.0,3.0,22.0,3.909090909090909,4.0,3.0,16.0,20.0,22.0,36838.0,26350.0,181925.0,0.00471,258.0,0.0,0.0,0.0,0.0,36838.0,0.0,0.0,0.0,0.0,0.0,26350.0,0.0,266.0,55.831460674157306,-126.0,0.0,32.0,77.0,81.0,51.0,26.0,136.0,126.0,5.0,264.0,41.0,39.0,77.0,128.0,62.0,117527.0,7744.0,6650.0,621.0,363.0,414.0,0.0,1078.2457305502846,0.9607216318785579,0.14103339658444022,527.0,1,1,1,0,1.0,18.0,18.0,0.0,18.0,1,0,0,0,0.0,0,0.0,31.0,73.0,0,0,0,0,0,0,5760292.210000001,0.04350171237277738,0.04868913857677903,0.21637866265965439,4.938514577338617,0.7152939899017319
2019-06-30,4945041.75,4627222.46,30,6,181,26,6,2,2019,1,0,1,0,1,197.0,197.0,28.0,2.0,154.0,2.0,11.0,0.0,11.0,12.0,33.0,117.0,24.0,75.0,94.0,28.0,15.0,26.0,68.0,41.0,14.0,33.0,207.0,197.0,136.0,896.0,4945041.75,890107.56,207.0,0.0,4627222.459862338,1.0,0.0,35.0,40.0,198.0,623.0,185.0,31.0,225.0,207.0,157.0,17.0,34.0,40.0,234.0,210.0,203.0,249.0,197.0,4054934.19,20583.422284263957,3.5076142131979697,12.0,76.0,0.0,71.0,33.0,17.0,11.0,12.0,33.0,117.0,24.0,160.0,710.98,4.443625,4.55625,5.0,5.0,17.0,114288.1,5.0,5.0,1.0,1.0,0.0,0.0,3.0,17.0,3.5294117647058822,4.0,3.0,9.0,17.0,17.0,33931.0,27510.0,166764.0,0.00496,156.0,0.0,0.0,33931.0,0.0,0.0,0.0,0.0,0.0,27510.0,0.0,0.0,0.0,197.0,8.416243654822335,-156.0,0.0,28.0,50.0,52.0,34.0,33.0,102.0,84.0,11.0,192.0,40.0,39.0,55.0,102.0,40.0,117527.0,7744.0,6650.0,621.0,363.0,414.0,0.0,1078.2457305502846,0.9607216318785579,0.14103339658444022,527.0,1,1,1,0,1.0,18.0,18.0,0.0,18.0,1,0,0,0,0.0,0,0.0,30.0,74.0,0,0,0,0,0,0,4054934.19,0.023111655225155583,0.025380710659898477,0.23102678571428573,4.914797677639917,0.8107630190681088
2019-07-01,4925285.45,4871863.28,1,0,182,27,7,3,2019,0,1,0,1,0,193.0,193.0,15.0,2.0,161.0,4.0,9.0,2.0,24.0,11.0,25.0,109.0,24.0,76.0,89.0,28.0,12.0,31.0,56.0,40.0,20.0,34.0,207.0,193.0,126.0,956.0,4925285.45,886551.41,207.0,0.0,4871863.2761017755,1.0,0.0,39.0,79.0,181.0,657.0,167.0,33.0,195.0,253.0,184.0,20.0,25.0,79.0,196.0,300.0,210.0,250.0,193.0,4038734.04,20926.08310880829,3.7512953367875648,12.0,79.0,0.0,55.0,38.0,21.0,24.0,11.0,25.0,109.0,24.0,194.0,746.97,3.850360824742268,4.319587628865979,4.0,10.0,29.0,233299.39,10.0,9.0,1.0,4.0,2.0,2.0,1.0,26.0,4.1923076923076925,4.0,1.0,21.0,26.0,26.0,30649.0,22435.0,108659.0,0.00517,213.0,0.0,0.0,0.0,30649.0,0.0,0.0,0.0,0.0,0.0,22435.0,0.0,0.0,193.0,-1.067357512953368,-169.0,0.0,29.0,54.0,46.0,39.0,25.0,86.0,104.0,3.0,190.0,40.0,38.0,55.0,97.0,41.0,115280.0,7613.0,6494.0,590.0,361.0,414.0,0.0,891.2929118773947,0.9623243295019157,0.13654559386973178,522.0,1,1,1,0,1.0,18.0,18.0,0.0,18.0,1,0,0,0,0.0,0,0.0,29.0,75.0,0,0,0,0,0,0,4038734.04,0.04736768911535879,0.05181347150259067,0.21652719665271966,3.545270645045515,0.7319977813305492
2019-07-02,4873332.05,4786134.47,2,1,183,27,7,3,2019,0,0,0,0,0,202.0,201.0,16.0,4.0,164.0,4.0,12.0,2.0,12.0,10.0,32.0,106.0,42.0,79.0,101.0,22.0,13.0,24.0,47.0,57.0,23.0,38.0,214.0,202.0,133.0,951.0,4873332.05,877199.77,214.0,0.0,4786134.474836326,1.0,0.0,87.0,51.0,237.0,576.0,216.0,80.0,177.0,198.0,171.0,28.0,30.0,51.0,279.0,212.0,195.0,265.0,202.0,3996132.28,19782.83306930693,3.1782178217821784,12.0,96.0,0.0,66.0,22.0,18.0,12.0,10.0,32.0,106.0,42.0,189.0,867.25,4.588624338624339,4.492063492063492,4.0,9.0,24.0,120853.77,9.0,9.0,0.0,4.0,1.0,1.0,3.0,31.0,3.935483870967742,4.0,5.0,23.0,27.0,31.0,31146.0,23463.0,121588.0,0.00451,258.5,0.0,0.0,0.0,0.0,0.0,31146.0,0.0,0.0,0.0,0.0,0.0,23463.0,201.0,35.351485148514854,-218.0,0.0,35.0,62.0,43.0,36.0,26.0,95.0,100.0,7.0,199.0,39.0,39.0,57.0,107.0,38.0,115280.0,7613.0,6494.0,590.0,361.0,414.0,0.0,891.2929118773947,0.9623243295019157,0.13654559386973178,522.0,1,1,1,0,1.0,18.0,18.0,0.0,18.0,1,0,0,0,0.0,0,0.0,28.0,76.0,0,0,0,0,0,0,3996132.28,0.02479900174255518,0.04455445544554455,0.22502628811777076,3.9038078726000127,0.7533230591408207
